Filename,Method,Num_Raw_Files,Num_Results
proteinGroups_savitski_subset_no_remap_16.csv,savitski_subset_no_remap,16,4987
proteinGroups_picked_no_grouping_no_remap_64.csv,picked_no_grouping_no_remap,64,0
proteinGroups_classic_rescue_grouping_no_remap_128.csv,classic_rescue_grouping_no_remap,128,6633
proteinGroups_picked_subset_no_remap_64.csv,picked_subset_no_remap,64,6275
proteinGroups_classic_rescue_grouping_no_remap_4.csv,classic_rescue_grouping_no_remap,4,4581
proteinGroups_picked_subset_no_remap_22796.csv,picked_subset_no_remap,22796,3607
proteinGroups_savitski_rescued_subset_no_remap_4.csv,savitski_rescued_subset_no_remap,4,4601
proteinGroups_savitski_rescued_subset_no_remap_16.csv,savitski_rescued_subset_no_remap,16,5024
proteinGroups_savitski_no_remap_2.csv,savitski_no_remap,2,0
proteinGroups_savitski_no_remap_256.csv,savitski_no_remap,256,0
proteinGroups_classic_rescue_grouping_no_remap_4096.csv,classic_rescue_grouping_no_remap,4096,8265
proteinGroups_classic_grouping_no_remap_1.csv,classic_grouping_no_remap,1,3937
proteinGroups_classic_no_grouping_no_remap_22796.csv,classic_no_grouping_no_remap,22796,0
proteinGroups_savitski_no_remap_32.csv,savitski_no_remap,32,0
proteinGroups_picked_protein_group_no_remap_16384.csv,picked_protein_group_no_remap,16384,8558
proteinGroups_picked_no_grouping_no_remap_8.csv,picked_no_grouping_no_remap,8,0
proteinGroups_savitski_no_remap_1024.csv,savitski_no_remap,1024,0
proteinGroups_classic_grouping_no_remap_64.csv,classic_grouping_no_remap,64,6189
proteinGroups_savitski_no_remap_1.csv,savitski_no_remap,1,0
proteinGroups_savitski_no_remap_2048.csv,savitski_no_remap,2048,0
proteinGroups_classic_grouping_no_remap_2.csv,classic_grouping_no_remap,2,4268
proteinGroups_classic_rescue_grouping_no_remap_512.csv,classic_rescue_grouping_no_remap,512,7376
proteinGroups_picked_protein_group_no_remap_16.csv,picked_protein_group_no_remap,16,5044
proteinGroups_picked_no_grouping_no_remap_4.csv,picked_no_grouping_no_remap,4,0
proteinGroups_classic_grouping_no_remap_256.csv,classic_grouping_no_remap,256,6474
proteinGroups_savitski_subset_no_remap_16384.csv,savitski_subset_no_remap,16384,3670
proteinGroups_savitski_no_remap_8192.csv,savitski_no_remap,8192,0
proteinGroups_picked_protein_group_no_remap_32.csv,picked_protein_group_no_remap,32,5790
proteinGroups_classic_rescue_grouping_no_remap_8.csv,classic_rescue_grouping_no_remap,8,4817
proteinGroups_savitski_rescued_subset_no_remap_8.csv,savitski_rescued_subset_no_remap,8,4835
proteinGroups_savitski_rescued_subset_no_remap_32.csv,savitski_rescued_subset_no_remap,32,5756
proteinGroups_savitski_no_remap_16.csv,savitski_no_remap,16,0
proteinGroups_picked_no_grouping_no_remap_2.csv,picked_no_grouping_no_remap,2,0
proteinGroups_classic_rescue_grouping_no_remap_64.csv,classic_rescue_grouping_no_remap,64,6358
proteinGroups_savitski_no_remap_128.csv,savitski_no_remap,128,0
proteinGroups_classic_no_grouping_no_remap_4096.csv,classic_no_grouping_no_remap,4096,0
proteinGroups_savitski_subset_no_remap_2048.csv,savitski_subset_no_remap,2048,5609
proteinGroups_classic_grouping_no_remap_8.csv,classic_grouping_no_remap,8,4806
proteinGroups_savitski_subset_no_remap_22796.csv,savitski_subset_no_remap,22796,3586
proteinGroups_savitski_subset_no_remap_1024.csv,savitski_subset_no_remap,1024,6150
proteinGroups_classic_rescue_grouping_no_remap_256.csv,classic_rescue_grouping_no_remap,256,6947
proteinGroups_savitski_rescued_subset_no_remap_8192.csv,savitski_rescued_subset_no_remap,8192,8440
proteinGroups_savitski_subset_no_remap_32.csv,savitski_subset_no_remap,32,5675
proteinGroups_picked_no_grouping_no_remap_1.csv,picked_no_grouping_no_remap,1,0
proteinGroups_savitski_no_remap_8.csv,savitski_no_remap,8,0
proteinGroups_savitski_no_remap_512.csv,savitski_no_remap,512,0
proteinGroups_picked_subset_no_remap_4096.csv,picked_subset_no_remap,4096,4868
proteinGroups_classic_grouping_no_remap_4096.csv,classic_grouping_no_remap,4096,4727
proteinGroups_savitski_rescued_subset_no_remap_16384.csv,savitski_rescued_subset_no_remap,16384,8390
proteinGroups_savitski_rescued_subset_no_remap_4096.csv,savitski_rescued_subset_no_remap,4096,8326
proteinGroups_classic_no_grouping_no_remap_4.csv,classic_no_grouping_no_remap,4,0
proteinGroups_classic_no_grouping_no_remap_32.csv,classic_no_grouping_no_remap,32,0
proteinGroups_classic_grouping_no_remap_22796.csv,classic_grouping_no_remap,22796,3452
proteinGroups_savitski_subset_no_remap_8.csv,savitski_subset_no_remap,8,4829
proteinGroups_savitski_no_remap_22796.csv,savitski_no_remap,22796,0
proteinGroups_picked_protein_group_no_remap_256.csv,picked_protein_group_no_remap,256,7057
proteinGroups_classic_no_grouping_no_remap_8192.csv,classic_no_grouping_no_remap,8192,0
proteinGroups_classic_grouping_no_remap_8192.csv,classic_grouping_no_remap,8192,4086
proteinGroups_classic_rescue_grouping_no_remap_16.csv,classic_rescue_grouping_no_remap,16,5000
proteinGroups_picked_protein_group_no_remap_1024.csv,picked_protein_group_no_remap,1024,7736
proteinGroups_picked_subset_no_remap_8192.csv,picked_subset_no_remap,8192,4230
proteinGroups_picked_no_grouping_no_remap_1024.csv,picked_no_grouping_no_remap,1024,0
proteinGroups_picked_no_grouping_no_remap_2048.csv,picked_no_grouping_no_remap,2048,0
proteinGroups_picked_subset_no_remap_256.csv,picked_subset_no_remap,256,6569
proteinGroups_picked_protein_group_no_remap_2048.csv,picked_protein_group_no_remap,2048,8213
proteinGroups_classic_no_grouping_no_remap_256.csv,classic_no_grouping_no_remap,256,0
proteinGroups_picked_no_grouping_no_remap_32.csv,picked_no_grouping_no_remap,32,0
proteinGroups_savitski_rescued_subset_no_remap_22796.csv,savitski_rescued_subset_no_remap,22796,8385
proteinGroups_savitski_no_remap_4096.csv,savitski_no_remap,4096,0
proteinGroups_picked_subset_no_remap_32.csv,picked_subset_no_remap,32,5705
proteinGroups_savitski_subset_no_remap_512.csv,savitski_subset_no_remap,512,6526
proteinGroups_classic_no_grouping_no_remap_2.csv,classic_no_grouping_no_remap,2,0
proteinGroups_classic_grouping_no_remap_16384.csv,classic_grouping_no_remap,16384,3548
proteinGroups_savitski_no_remap_16384.csv,savitski_no_remap,16384,0
proteinGroups_picked_protein_group_no_remap_8.csv,picked_protein_group_no_remap,8,4874
proteinGroups_savitski_no_remap_64.csv,savitski_no_remap,64,0
proteinGroups_picked_subset_no_remap_8.csv,picked_subset_no_remap,8,4869
proteinGroups_picked_no_grouping_no_remap_256.csv,picked_no_grouping_no_remap,256,0
proteinGroups_classic_rescue_grouping_no_remap_2048.csv,classic_rescue_grouping_no_remap,2048,8083
proteinGroups_classic_no_grouping_no_remap_1.csv,classic_no_grouping_no_remap,1,0
proteinGroups_classic_grouping_no_remap_32.csv,classic_grouping_no_remap,32,5643
proteinGroups_classic_rescue_grouping_no_remap_1024.csv,classic_rescue_grouping_no_remap,1024,7611
proteinGroups_savitski_rescued_subset_no_remap_256.csv,savitski_rescued_subset_no_remap,256,6991
proteinGroups_savitski_subset_no_remap_128.csv,savitski_subset_no_remap,128,6386
