Filename,Method,Num_Raw_Files,Num_Results
proteinGroups_classic_grouping_no_remap_512.csv,classic_grouping_no_remap,512,76
proteinGroups_savitski_subset_no_remap_8192.csv,savitski_subset_no_remap,8192,57
proteinGroups_classic_rescue_grouping_no_remap_1.csv,classic_rescue_grouping_no_remap,1,32
proteinGroups_savitski_rescued_subset_no_remap_1.csv,savitski_rescued_subset_no_remap,1,32
proteinGroups_savitski_rescued_subset_no_remap_1024.csv,savitski_rescued_subset_no_remap,1024,81
proteinGroups_savitski_rescued_subset_no_remap_2048.csv,savitski_rescued_subset_no_remap,2048,92
proteinGroups_classic_grouping_no_remap_4.csv,classic_grouping_no_remap,4,43
proteinGroups_savitski_subset_no_remap_16.csv,savitski_subset_no_remap,16,39
proteinGroups_picked_no_grouping_no_remap_64.csv,picked_no_grouping_no_remap,64,0
proteinGroups_classic_rescue_grouping_no_remap_128.csv,classic_rescue_grouping_no_remap,128,61
proteinGroups_picked_subset_no_remap_64.csv,picked_subset_no_remap,64,43
proteinGroups_classic_rescue_grouping_no_remap_4.csv,classic_rescue_grouping_no_remap,4,43
proteinGroups_picked_subset_no_remap_22796.csv,picked_subset_no_remap,22796,28
proteinGroups_savitski_rescued_subset_no_remap_4.csv,savitski_rescued_subset_no_remap,4,44
proteinGroups_savitski_rescued_subset_no_remap_16.csv,savitski_rescued_subset_no_remap,16,39
proteinGroups_savitski_no_remap_2.csv,savitski_no_remap,2,0
proteinGroups_savitski_no_remap_256.csv,savitski_no_remap,256,0
proteinGroups_classic_rescue_grouping_no_remap_4096.csv,classic_rescue_grouping_no_remap,4096,84
proteinGroups_classic_grouping_no_remap_1.csv,classic_grouping_no_remap,1,32
proteinGroups_classic_no_grouping_no_remap_22796.csv,classic_no_grouping_no_remap,22796,0
proteinGroups_savitski_no_remap_32.csv,savitski_no_remap,32,0
proteinGroups_picked_protein_group_no_remap_16384.csv,picked_protein_group_no_remap,16384,53
proteinGroups_picked_no_grouping_no_remap_8.csv,picked_no_grouping_no_remap,8,0
proteinGroups_savitski_no_remap_1024.csv,savitski_no_remap,1024,0
proteinGroups_classic_grouping_no_remap_64.csv,classic_grouping_no_remap,64,57
proteinGroups_savitski_no_remap_1.csv,savitski_no_remap,1,0
proteinGroups_savitski_no_remap_2048.csv,savitski_no_remap,2048,0
proteinGroups_classic_grouping_no_remap_2.csv,classic_grouping_no_remap,2,37
proteinGroups_classic_rescue_grouping_no_remap_512.csv,classic_rescue_grouping_no_remap,512,77
proteinGroups_picked_protein_group_no_remap_16.csv,picked_protein_group_no_remap,16,32
proteinGroups_picked_no_grouping_no_remap_4.csv,picked_no_grouping_no_remap,4,0
proteinGroups_classic_grouping_no_remap_256.csv,classic_grouping_no_remap,256,71
proteinGroups_savitski_subset_no_remap_16384.csv,savitski_subset_no_remap,16384,47
proteinGroups_savitski_no_remap_8192.csv,savitski_no_remap,8192,0
proteinGroups_picked_protein_group_no_remap_32.csv,picked_protein_group_no_remap,32,38
proteinGroups_classic_rescue_grouping_no_remap_8.csv,classic_rescue_grouping_no_remap,8,42
proteinGroups_savitski_rescued_subset_no_remap_8.csv,savitski_rescued_subset_no_remap,8,44
proteinGroups_savitski_rescued_subset_no_remap_32.csv,savitski_rescued_subset_no_remap,32,42
proteinGroups_savitski_no_remap_16.csv,savitski_no_remap,16,0
proteinGroups_picked_no_grouping_no_remap_2.csv,picked_no_grouping_no_remap,2,0
proteinGroups_classic_rescue_grouping_no_remap_64.csv,classic_rescue_grouping_no_remap,64,53
proteinGroups_savitski_no_remap_128.csv,savitski_no_remap,128,0
proteinGroups_classic_no_grouping_no_remap_4096.csv,classic_no_grouping_no_remap,4096,0
proteinGroups_savitski_subset_no_remap_2048.csv,savitski_subset_no_remap,2048,85
proteinGroups_classic_grouping_no_remap_8.csv,classic_grouping_no_remap,8,42
proteinGroups_savitski_subset_no_remap_22796.csv,savitski_subset_no_remap,22796,45
proteinGroups_savitski_subset_no_remap_1024.csv,savitski_subset_no_remap,1024,88
proteinGroups_classic_rescue_grouping_no_remap_256.csv,classic_rescue_grouping_no_remap,256,68
proteinGroups_savitski_rescued_subset_no_remap_8192.csv,savitski_rescued_subset_no_remap,8192,93
proteinGroups_savitski_subset_no_remap_32.csv,savitski_subset_no_remap,32,46
proteinGroups_picked_no_grouping_no_remap_1.csv,picked_no_grouping_no_remap,1,0
proteinGroups_savitski_no_remap_8.csv,savitski_no_remap,8,0
proteinGroups_savitski_no_remap_512.csv,savitski_no_remap,512,0
proteinGroups_picked_subset_no_remap_4096.csv,picked_subset_no_remap,4096,34
proteinGroups_classic_grouping_no_remap_4096.csv,classic_grouping_no_remap,4096,44
proteinGroups_savitski_rescued_subset_no_remap_16384.csv,savitski_rescued_subset_no_remap,16384,83
proteinGroups_savitski_rescued_subset_no_remap_4096.csv,savitski_rescued_subset_no_remap,4096,97
proteinGroups_classic_no_grouping_no_remap_4.csv,classic_no_grouping_no_remap,4,0
proteinGroups_classic_no_grouping_no_remap_32.csv,classic_no_grouping_no_remap,32,0
proteinGroups_classic_grouping_no_remap_22796.csv,classic_grouping_no_remap,22796,26
proteinGroups_savitski_subset_no_remap_8.csv,savitski_subset_no_remap,8,45
proteinGroups_savitski_no_remap_22796.csv,savitski_no_remap,22796,0
proteinGroups_picked_protein_group_no_remap_256.csv,picked_protein_group_no_remap,256,44
proteinGroups_classic_no_grouping_no_remap_8192.csv,classic_no_grouping_no_remap,8192,0
proteinGroups_classic_grouping_no_remap_8192.csv,classic_grouping_no_remap,8192,35
proteinGroups_classic_rescue_grouping_no_remap_16.csv,classic_rescue_grouping_no_remap,16,46
proteinGroups_picked_protein_group_no_remap_1024.csv,picked_protein_group_no_remap,1024,60
proteinGroups_picked_subset_no_remap_8192.csv,picked_subset_no_remap,8192,31
proteinGroups_picked_no_grouping_no_remap_1024.csv,picked_no_grouping_no_remap,1024,0
proteinGroups_picked_no_grouping_no_remap_2048.csv,picked_no_grouping_no_remap,2048,0
proteinGroups_picked_subset_no_remap_256.csv,picked_subset_no_remap,256,50
proteinGroups_picked_protein_group_no_remap_2048.csv,picked_protein_group_no_remap,2048,57
proteinGroups_classic_no_grouping_no_remap_256.csv,classic_no_grouping_no_remap,256,0
proteinGroups_picked_no_grouping_no_remap_32.csv,picked_no_grouping_no_remap,32,0
proteinGroups_savitski_rescued_subset_no_remap_22796.csv,savitski_rescued_subset_no_remap,22796,82
proteinGroups_savitski_no_remap_4096.csv,savitski_no_remap,4096,0
proteinGroups_picked_subset_no_remap_32.csv,picked_subset_no_remap,32,40
proteinGroups_savitski_subset_no_remap_512.csv,savitski_subset_no_remap,512,87
proteinGroups_classic_no_grouping_no_remap_2.csv,classic_no_grouping_no_remap,2,0
proteinGroups_classic_grouping_no_remap_16384.csv,classic_grouping_no_remap,16384,26
proteinGroups_savitski_no_remap_16384.csv,savitski_no_remap,16384,0
proteinGroups_picked_protein_group_no_remap_8.csv,picked_protein_group_no_remap,8,39
proteinGroups_savitski_no_remap_64.csv,savitski_no_remap,64,0
proteinGroups_picked_subset_no_remap_8.csv,picked_subset_no_remap,8,40
proteinGroups_picked_no_grouping_no_remap_256.csv,picked_no_grouping_no_remap,256,0
proteinGroups_classic_rescue_grouping_no_remap_2048.csv,classic_rescue_grouping_no_remap,2048,81
proteinGroups_classic_no_grouping_no_remap_1.csv,classic_no_grouping_no_remap,1,0
proteinGroups_classic_grouping_no_remap_32.csv,classic_grouping_no_remap,32,55
proteinGroups_classic_rescue_grouping_no_remap_1024.csv,classic_rescue_grouping_no_remap,1024,80
proteinGroups_savitski_rescued_subset_no_remap_256.csv,savitski_rescued_subset_no_remap,256,69
proteinGroups_savitski_subset_no_remap_128.csv,savitski_subset_no_remap,128,61
